method,path,authentication_boundary,mapped_feature_id,mapped_action,action_rule_present,interface_disposition,authorization_evidence,source_aliases,source
GET,/instagram/messages,authenticated-root,social.inbox,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InstagramAPI,tdf-hq/src/TDF/API/Instagram.hs:111
POST,/instagram/oauth/exchange,authenticated-root,social.instagram,administer,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InstagramOAuthAPI,tdf-hq/src/TDF/API/InstagramOAuth.hs:110
POST,/instagram/reply,authenticated-root,social.instagram,administer,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InstagramAPI,tdf-hq/src/TDF/API/Instagram.hs:111
GET,/instagram/webhook,public-root,social.instagram,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > InstagramWebhookAPI,tdf-hq/src/TDF/API/Instagram.hs:119
POST,/instagram/webhook,public-root,social.instagram,administer,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > InstagramWebhookAPI,tdf-hq/src/TDF/API/Instagram.hs:119
GET,/internships/interns,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/permissions,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/profile,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
PATCH,/internships/profile,authenticated-root,internships,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/projects,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
PATCH,/internships/projects/{projectId},authenticated-root,internships,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/tasks,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/time-entries,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
POST,/internships/time-entries/clock-in,authenticated-root,internships,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
POST,/internships/time-entries/clock-out,authenticated-root,internships,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
GET,/internships/todos,authenticated-root,internships,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InternshipsAPI,tdf-hq/src/TDF/API/Internships.hs:12
RAW,/inventory,public-root,,,false,technical/static/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > AssetsAPI,tdf-hq/src/TDF/API.hs:79
GET,/invoices,authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InvoiceAPI,tdf-hq/src/TDF/API.hs:391
POST,/invoices,authenticated-root,finance.payments,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InvoiceAPI,tdf-hq/src/TDF/API.hs:391
GET,/invoices/{invoiceId},authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InvoiceAPI,tdf-hq/src/TDF/API.hs:391
POST,/invoices/{sessionId}/generate,authenticated-root,finance.payments,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InvoiceAPI,tdf-hq/src/TDF/API.hs:391
GET,/invoices/by-session/{sessionId},authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > InvoiceAPI,tdf-hq/src/TDF/API.hs:391
GET,/label/project-notes,authenticated-root,,,false,API-only pending explicit product/security disposition,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
POST,/label/project-notes,authenticated-root,,,false,API-only pending explicit product/security disposition,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
DELETE,/label/project-notes/{id},authenticated-root,,,false,API-only pending explicit product/security disposition,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
PATCH,/label/project-notes/{id},authenticated-root,,,false,API-only pending explicit product/security disposition,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
GET,/label/tracks,authenticated-root,label.tracks,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
POST,/label/tracks,authenticated-root,label.tracks,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
DELETE,/label/tracks/{id},authenticated-root,label.tracks,delete,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
PATCH,/label/tracks/{id},authenticated-root,label.tracks,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LabelAPI,tdf-hq/src/TDF/API/Label.hs:11
POST,/live-sessions/intake,authenticated-root,studio.live-sessions,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > LiveSessionsAPI,tdf-hq/src/TDF/API/LiveSessions.hs:52
POST,/login,public-root,technical.auth-login,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > LoginAPI,tdf-hq/src/TDF/API.hs:408
POST,/login/google,public-root,technical.auth-login,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > GoogleLoginAPI,tdf-hq/src/TDF/API.hs:409
GET,/marketplace,public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
GET,/marketplace/{id},public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
PUT,/marketplace/{listingId}/rental-terms,authenticated-root,marketplace,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
POST,/marketplace/cart,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
GET,/marketplace/cart/{cartId},public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/cart/{cartId}/checkout,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/cart/{cartId}/datafast/checkout,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/cart/{cartId}/items,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/cart/{cartId}/paypal/create,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/cart/{cartId}/stripe/payment-intent,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
GET,/marketplace/datafast/status,public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
GET,/marketplace/orders,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
GET,/marketplace/orders/{orderId},public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
PUT,/marketplace/orders/{orderId},authenticated-root,marketplace,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
GET,/marketplace/orders/{orderId}/commerce,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
GET,/marketplace/orders/{orderId}/customer-requests,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
POST,/marketplace/orders/{orderId}/customer-requests/{requestId}/review,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
GET,/marketplace/orders/{orderId}/deposit-settlements,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
POST,/marketplace/orders/{orderId}/deposit-settlements,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
POST,/marketplace/orders/{orderId}/deposit-settlements/{settlementId}/review,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
PUT,/marketplace/orders/{orderId}/fulfillment,authenticated-root,marketplace,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
POST,/marketplace/orders/{orderId}/manual-payment/evidence,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/orders/{orderId}/manual-payment/review,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
PUT,/marketplace/orders/{orderId}/rental,authenticated-root,marketplace,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MarketplaceAdminAPI,tdf-hq/src/TDF/API/Marketplace.hs:51
GET,/marketplace/orders/{orderId}/requests,public-root,marketplace,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/orders/{orderId}/requests,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/marketplace/paypal/capture,public-root,marketplace,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MarketplaceAPI,tdf-hq/src/TDF/API/Marketplace.hs:34
POST,/mcp,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > McpAPI,tdf-hq/src/TDF/API.hs:404
POST,/meta/backfill,authenticated-root,admin.diagnostics,administer,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > MetaBackfillAPI,tdf-hq/src/TDF/API.hs:169
GET,/navigation/preferences,authenticated-root,navigation.explore,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > NavigationPreferencesAPI,tdf-hq/src/TDF/API.hs:538
PUT,/navigation/preferences/{featureId},authenticated-root,navigation.explore,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > NavigationPreferencesAPI,tdf-hq/src/TDF/API.hs:538
POST,/navigation/preferences/{featureId}/visit,authenticated-root,navigation.explore,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > NavigationPreferencesAPI,tdf-hq/src/TDF/API.hs:538
GET,/openapi.yaml,public-root,help.docs,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > MetaAPI,tdf-hq/src/TDF/Meta.hs:39
POST,/operations/approvals,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
PATCH,/operations/approvals/{approvalId}/decision,authenticated-root,operations.control-center,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/events,authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/integration-failures,authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
POST,/operations/integration-failures/{failureId}/replay,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/metrics,authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
POST,/operations/push-subscriptions,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/saved-views,authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
POST,/operations/saved-views,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/work-items,authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI > WorkItemFilters,tdf-hq/src/TDF/Operations/API.hs:13
POST,/operations/work-items,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/operations/work-items/{workItemId},authenticated-root,operations.control-center,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
PATCH,/operations/work-items/{workItemId}/assignment,authenticated-root,operations.control-center,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
POST,/operations/work-items/{workItemId}/notes,authenticated-root,operations.control-center,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
PATCH,/operations/work-items/{workItemId}/priority,authenticated-root,operations.control-center,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
PATCH,/operations/work-items/{workItemId}/seen,authenticated-root,operations.control-center,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
PATCH,/operations/work-items/{workItemId}/transition,authenticated-root,operations.control-center,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > OperationsAPI,tdf-hq/src/TDF/Operations/API.hs:35
GET,/packages/products,authenticated-root,marketplace,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PackageAPI,tdf-hq/src/TDF/API.hs:387
POST,/packages/purchases,authenticated-root,marketplace,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PackageAPI,tdf-hq/src/TDF/API.hs:387
GET,/parties,authenticated-root,crm.contacts,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PartyAPI,tdf-hq/src/TDF/API.hs:131
POST,/parties,authenticated-root,crm.contacts,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PartyAPI,tdf-hq/src/TDF/API.hs:131
GET,/parties/{partyId},authenticated-root,crm.contacts,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PartyAPI,tdf-hq/src/TDF/API.hs:131
POST,/password/change,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > PasswordAPI,tdf-hq/src/TDF/API.hs:417
GET,/payments,authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PaymentsAPI,tdf-hq/src/TDF/API/Payments.hs:332
POST,/payments,authenticated-root,finance.payments,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PaymentsAPI,tdf-hq/src/TDF/API/Payments.hs:332
GET,/payments/{paymentId},authenticated-root,finance.payments,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PaymentsAPI,tdf-hq/src/TDF/API/Payments.hs:332
GET,/pipelines/{workflowId},authenticated-root,studio.pipelines,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PipelinesAPI,tdf-hq/src/TDF/API/Pipelines.hs:11
GET,/pipelines/definitions,authenticated-root,studio.pipelines,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PipelinesAPI,tdf-hq/src/TDF/API/Pipelines.hs:11
GET,/pipelines/snapshot,authenticated-root,studio.pipelines,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > PipelinesAPI,tdf-hq/src/TDF/API/Pipelines.hs:11
GET,/proposals,authenticated-root,crm.leads,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > ProposalsAPI,tdf-hq/src/TDF/API/Proposals.hs:33
GET,/public/assets/qr/{token},public-root,technical.inventory-scan,view,true,documented API-only capability,public route; handler validation/signature/rate-limit review still required,API > InventoryPublicAPI,tdf-hq/src/TDF/API/Inventory.hs:323
POST,/public/assets/qr/{token}/checkin,public-root,technical.inventory-scan,edit,false,documented API-only capability,public route; handler validation/signature/rate-limit review still required,API > InventoryPublicAPI,tdf-hq/src/TDF/API/Inventory.hs:323
POST,/public/assets/qr/{token}/checkout,public-root,technical.inventory-scan,edit,false,documented API-only capability,public route; handler validation/signature/rate-limit review still required,API > InventoryPublicAPI,tdf-hq/src/TDF/API/Inventory.hs:323
POST,/public/assets/qr/{token}/upload,public-root,technical.inventory-scan,edit,false,documented API-only capability,public route; handler validation/signature/rate-limit review still required,API > InventoryPublicAPI,tdf-hq/src/TDF/API/Inventory.hs:323
GET,/public/courses/{slug},public-root,technical.course-public,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
GET,/public/courses/{slug}/registrations/{registrationId},public-root,technical.course-public,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations/{registrationId}/checkout-session,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations/{registrationId}/datafast/checkout,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
GET,/public/courses/{slug}/registrations/{registrationId}/datafast/status,public-root,technical.course-public,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations/{registrationId}/payment-intent,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations/{registrationId}/paypal/capture,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
POST,/public/courses/{slug}/registrations/{registrationId}/paypal/create,public-root,technical.course-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > CoursesPublicAPI,tdf-hq/src/TDF/Routes/Courses.hs:478
GET,/public/domo,public-root,,,false,API-only pending explicit product/security disposition,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/domo/quotes,public-root,public.domo-quote,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
GET,/public/domo/quotes/{quoteId},public-root,public.domo-quote,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/domo/quotes/{quoteId}/accept,public-root,public.domo-quote,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/domo/quotes/{quoteId}/datafast/checkout,public-root,public.domo-quote,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
GET,/public/domo/quotes/{quoteId}/datafast/status,public-root,public.domo-quote,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/domo/quotes/{quoteId}/paypal/capture,public-root,public.domo-quote,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/domo/quotes/{quoteId}/paypal/create,public-root,public.domo-quote,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicDomoQuotesAPI,tdf-hq/src/TDF/Routes/DomoQuotes.hs:123
POST,/public/events/{eventId}/ticket-orders,public-root,social.ticket-checkout,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
GET,/public/events/{eventId}/ticket-orders/{orderId},public-root,social.ticket-checkout,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
POST,/public/events/{eventId}/ticket-orders/{orderId}/datafast/checkout,public-root,social.ticket-checkout,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
GET,/public/events/{eventId}/ticket-orders/{orderId}/datafast/status,public-root,social.ticket-checkout,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
POST,/public/events/{eventId}/ticket-orders/{orderId}/paypal/capture,public-root,social.ticket-checkout,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
POST,/public/events/{eventId}/ticket-orders/{orderId}/paypal/create,public-root,social.ticket-checkout,create,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
GET,/public/events/{eventId}/tickets,public-root,,,false,API-only pending explicit product/security disposition,public route; handler validation/signature/rate-limit review still required,API > PublicEventTicketsAPI,tdf-hq/src/TDF/Routes/EventTickets.hs:130
GET,/public/whatsapp/consent,public-root,technical.whatsapp-consent-public,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > WhatsAppConsentPublicAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:222
POST,/public/whatsapp/consent,public-root,technical.whatsapp-consent-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > WhatsAppConsentPublicAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:222
POST,/public/whatsapp/opt-out,public-root,technical.whatsapp-consent-public,submit,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > WhatsAppConsentPublicAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:222
GET,/radio/auto-stop-options,authenticated-root,studio.live-sessions,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RadioAPI,tdf-hq/src/TDF/API/Radio.hs:17
DELETE,/radio/presence,authenticated-root,studio.live-sessions,edit,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > RadioAPI,tdf-hq/src/TDF/API/Radio.hs:17
