"featureId","module","feature","scopeClassification","implementationClassifications","intendedInternAccess","documentationClassification","platformClassifications","role","mode","route","criticality","applicable","evidence"
"feedback.public-compatibility","Prácticas y reportes internos","Formulario público existente","shared_with_another_tdf_business_area","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","Visitante","public","/feedback","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.internal-draft","Prácticas y reportes internos","Crear y editar borrador interno","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","mutation","/feedback/interno/nuevo","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.internal-submit","Prácticas y reportes internos","Enviar y seguir reporte interno","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/feedback/interno","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.private-scope","Prácticas y reportes internos","Privacidad entre reporteros","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/feedback/interno","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.admin-triage","Prácticas y reportes internos","Confirmar, priorizar, asignar y resolver","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Manager","workflow","/feedback/interno","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.comments-info","Prácticas y reportes internos","Comentarios y solicitud de información","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/feedback/interno/:reportId","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.evidence","Prácticas y reportes internos","Múltiples evidencias y enlaces de video","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/feedback/interno/:reportId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.duplicates","Prácticas y reportes internos","Advertencia y consolidación de duplicados","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Manager","workflow","/feedback/interno/:reportId","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.retest","Prácticas y reportes internos","Solicitud y registro de retest","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/feedback/interno/:reportId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.audit-history","Prácticas y reportes internos","Historial auditable de cambios","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Manager","read","/feedback/interno/:reportId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.export","Prácticas y reportes internos","Búsqueda, filtros y exportación CSV/JSON","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Manager","read","/feedback/interno","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"feedback.github-promotion","Prácticas y reportes internos","Enlace administrativo a issue de GitHub","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Manager","security","/feedback/interno/:reportId","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"out.distribution-publishing","Scope exclusions","Publicar o distribuir música real","out_of_scope","implemented_and_accessible_to_authorized_label_roles","prohibited","documented_scope_exclusion","web_only | native_mobile","LabelRep","prohibited","/label/releases","critical","false","tdf-hq/assets/feature-registry.json | docs/persona-testing/README.md"
"out.production-mutations","Scope exclusions","Modificar datos de producción","out_of_scope","prohibited_for_assignment","prohibited","documented_scope_exclusion","not_applicable","Intern","prohibited","","critical","false","docs/internships/studio-audit/STUART-GUIDE.es.md"
"out.real-communications","Scope exclusions","Contactar clientes o destinatarios reales","out_of_scope","prohibited_for_assignment","prohibited","documented_scope_exclusion","not_applicable","Intern","prohibited","","critical","false","docs/internships/studio-audit/SECURITY-PRIVACY.md"
"out.real-payments","Scope exclusions","Cobrar o reembolsar dinero real","out_of_scope","prohibited_for_assignment","prohibited","documented_scope_exclusion","not_applicable","Intern","prohibited","","critical","false","docs/internships/studio-audit/SECURITY-PRIVACY.md"
